type,resource_type,resource_status,recommendation,tags,expected_duration,locale,name,creator,description,thumbnail,link,online_link,registration_link,event_address,date_from,date_to
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Walk Run Soar: Discovering God's Presence on Life's Trail,Baker Publishing,"As a runner, you work hard to meet your physical goals. But deep down, you long for your training to be a more meaningful experience, one that engages your body, mind, soul, and spirit. This devotional helps you experience God’s presence more deeply as you pound the pavement or traverse the trails. Walk, Run, Soar gets you moving with a new motivation: knowing Jesus more, every step of the way.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F22164%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/22164-walk-run-soar,,,,,
resource,reading_plan,,9,,14,,,,,,,,,,,
,,,,,,en,Philippians: 14 Days of Hope and Encouragement,Wholly Loved Ministries,"Sometimes life can feel hard and uncertain. When our circumstances don't turn out as we'd hoped, others let us down, and we find ourselves struggling to hold tight to hope, we can always cling to the God of hope who promises to stand with us, lead us, and empower us as we seek to live for Him. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F33461%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/33461-philippians-14-days-of-hope-and-encouragement,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Looking Back/Looking Forward,Influencers Global Ministries," “Lord, if we don’t have a 'used-to-be' story, then we don’t have a changed life for today or the future” a friend said in his prayer. Have you taken the time to do a “look back” in your life to see the truth of how God has been reaching to you? ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F16051%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/16051-looking-backlooking-forward,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,On Earth as in Heaven,Renew Devotionals,"Revelation’s description of the New Creation motivates us to live fruitful lives in light of what’s to come! Our future hope brings life, security, and purpose to the present.   ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F37429%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/37429-on-earth-as-in-heaven,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,"God's Promises For The Hungry Heart, Nine",Memlok,"Promises! Who doesn't want certainty. We CAN depend on God! It has been said there are around 1600 promises in the Old and New Testaments. The following verses can help you draw near to the Lord and rest. God's word has promises you want in your heart regarding dating, anger, hope, money, trust, suffering and even sex. Stop relying on empty promises people make. Lean on God's promises.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F2594%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/2594-gods-promises-for-the-hungry-heart-nine,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Jesus the Gift of Grief: Overcoming the Holiday Blues,Perfecting Faith Church,"We are excited about this time of year. Christmas!!!  Joy to the world the Lord has come. This holiday should be one to remember. Although, many of us have gone through a season where we may have lost a loved one or even went through a divorce. We have great news for you, Jesus is still here for you and He has a gift worth looking forward to receiving.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29175%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29175-jesus-the-gift-of-grief-overcoming-holiday-blues,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,When God Calls The Heart: Devotions From Hope Valley,BroadStreet Publishing Group,"Inspired by best-selling author Janette Oke and the Hallmark Channel original TV series  When Calls the Heart , these devotions from Hope Valley are about finding moments of grace, joy, and beauty amid the unexpected circumstances of life. In this reading plan, Brian Bird, Executive Producer and Co-Creator of  When Calls the Heart , and Michelle Cox illuminate the “God-moments” from the fictional, 1910 mining town of Hope Valley. The stories of faith, hope, and love from each episode will inspire and encourage you with wonderful virtues and relatable life lessons. Photos used in the plan images and throughout the reading plan are copyright © 2018 Jordan Blackstone and Crown Media Networks, LLC, and used by permission. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F10799%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/10799-when-god-calls-heart-devotions-from-hope-valley,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,The Missing Link: From Belief to Faith,Rachel G. Scott & Friends,"When we consider the concept of believing God, on the surface it sounds pretty simple. Just believe, right? If we are honest though, believing is the start, but there are some prayers that seem to be deferred in getting answered. In this devotional we will discuss the pathway from belief to faith. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F23677%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/23677-the-missing-link-from-belief-to-faith,,,,,
resource,reading_plan,,9,,11,,,,,,,,,,,
,,,,,,en,Ascend: An 11-Day Devotional With Red Rocks Worship,Red Rocks Worship,"Join Red Rocks Worship in an 11-day devotional diving into their album, Ascend. It's often hard to remind ourselves of the truth we know, that God is omnipresent and always available to us. Psalm 139 tells us that we cannot hide from Him. Continuing in Psalms, David states that those with clean hands and pure hearts will experience His presence. Lord, clean our hands and purify our hearts! ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F38718%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/38718-ascend-an-11-day-devotional-with-red-rocks-worship,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,God Is With You,Believer's Victory Church,"In these trying times, we often face challenging and painful circumstances that cause us to struggle with doubt and fear. Perhaps we feel like we're in this battle alone. In this 6-day devotional, Pastor Scott offers insight and comfort as he shares his struggle, giving assurance through God's Word that even when distractions, adversity, and fear threaten our faith, it is still always true that God is with us!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F36584%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/36584-god-is-with-you,,,,,
resource,reading_plan,,9,,21,,,,,,,,,,,
,,,,,,en,"Finding Safety in God's Care, the Story of Ruth",GlobalRize,"The story of Naomi and Ruth is about believing, trusting God and finding safety in His care.  This story is thousands of years old, but still relevant today! This reading plan follows Ruth on her spiritual journey and shows you who God wants to be — for a Moabite woman and also for you.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F33822%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/33822-finding-safety-in-gods-care-the-story-of-ruth,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Let's Talk About Finding Hope in Difficult Times,Orange,"A middle school devotional designed to encourage students to find hope and help in the Lord. In this devotional, you'll find the encouragement you need to remember God is with you and wants to care for you in seasons of depression, pain, struggle, and more. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34441%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/34441-lets-talk-about-finding-hope-in-difficult-times,,,,,
resource,reading_plan,,9,,19,,,,,,,,,,,
,,,,,,en,Numbers: A Faithful God to Unfaithful People | Video Devotional,Spoken Gospel,"This 19-day plan will walk you through the book of Numbers by reading a short passage daily. Each day is accompanied by a short video that explains what you're reading and how it's all about Jesus. In this plan, you'll learn that the book of Numbers isn't about statistics—it's about the faithfulness of God. Despite the Israelites' constant disobedience and disbelief, God consistently provides for them, leads them, and ultimately prepares them for the Promised Land. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F58974%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/58974-numbers-a-faithful-god-to-unfaithful-people-vid,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,And What if I Fail?,Jesus.net,"When we fail, where does our strength come from? If you love Jesus, your strength will come from him and through him! If you fail, he is there. And here is a short reminder we all need.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F43587%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/43587-and-what-if-i-fail,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Purposed To Impact: Discover And Activate Your Higher Calling,Impact Insight Co.,"Stop wondering, wandering and wallowing in the ""What am I supposed to be doing?"" woes, and start accomplishing the things God designed you for. Discover. Dream. Define. Do. Go from passion to purpose to action plan armed with biblical principles and practical strategies. Now is the time to answer your higher calling and become a living legacy of love and positive impact.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29259%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29259-impact-discover-and-activate-your-higher-calling,,,,,
resource,reading_plan,,9,,9,,,,,,,,,,,
,,,,,,en,Friendship With God,Kimberly McCauley,"Friendship with God is all about growing your relationship with God. Throughout scripture God has many names. Comforter, Lord, Protector, Provider and on. One of the things He called Himself that really hit me hard was that He called Himself my friend. What could life look like if we live like God was actually our friend? This changed my life and I hope it will change yours as well!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F20509%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/20509-friendship-with-god,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,Alt Ctrl Del: Resetting Our Heartware,Hope Singapore,"We live in a world with challenges, distractions and temptations. All of these can dull our spiritual senses and draw us further, rather than closer to Christ. Just as how we press “CTRL ALT DELETE” to reboot our computer from time to time, we also need to ask God to reset our heartware, refresh us spiritually and reignite our passion for Him.  Journey with us through Jeremiah 32 and experience God’s heart for restoration and reconciliation with His people anew. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35088%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/35088-alt-ctrl-del-resetting-our-heartware,,,,,
resource,reading_plan,,9,,9,,,,,,,,,,,
,,,,,,en,The Cost of Following: Self or Christ?,Thistlebend,"We all have our ideas about what it means to be a true disciple of Jesus Christ. This study takes a look at what God's word says about genuine discipleship.    ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F12551%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/12551-the-cost-of-following-self-or-christ,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Prophesying the Supernatural,Ministério Chama,"Over the next five days, we will reflect on inspiring Bible verses, uplifting meditations, and captivating stories that will guide us on this spiritual journey. May this journey be an opportunity for spiritual growth, renewed confidence, and a deeper understanding of the greatness of our God.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F39466%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/39466-prophesying-the-supernatural,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,God's Honour for Our Shame,Compassion Canada,"Do you know the feeling of shame? God has some important things to say to our feelings of unworthiness, rejection, and disgrace! The Gospel addresses this shame and promises God can gift us honour! In this 7-day devotional reading plan from Compassion Canada, you will learn how God’s honour transformed not only people in the Bible but also people's lives today! These are real photos and stories; names have been changed. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35219%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/35219-gods-honour-for-our-shame,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Treasures Pondered,Sarah Freymuth / Awake Our Hearts,This five-day plan provides soul stirring reflections on the Christmas season to help prepare your heart for the coming of Christ our king.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F22864%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/22864-treasures-pondered,,,,,
resource,reading_plan,,9,,14,,,,,,,,,,,
,,,,,,en,Welcome the Wilderness,Buckhead Church,This has been a season filled with unpredictability and unknowns. Many of us might feel as though we are in the wilderness. Join in with this plan as we discover what God has to offer each of us if we Welcome the Wilderness.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F21677%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/21677-welcome-the-wilderness,,,,,
resource,reading_plan,,9,,25,,,,,,,,,,,
,,,,,,en,The Magic Of Christmas,North Point Ministries,"For some, Christmas is a time of joy and celebration. For others, it’s a painful reminder of what has been lost. No matter what you’re experiencing this holiday season, Christmas is an opportunity to focus on the source of our hope. We invite you to join the North Point staff for the next 25 days as we come together to experience the magic of Christmas. Join the conversation using #NPDevo.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F3268%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/3268-the-magic-of-christmas,,,,,
,,,,,,fr,La Magie de Noël,North Point Ministries,"Pour certains, Noël est une période de joie et de célébration. Pour d'autres, c'est un rappel douloureux de ce qui a été perdu. Peu importe ce que tu traverses en cette période de fin d'année, Noël est une opportunité pour se concentrer sur la source de notre espérance. Nous t'invitons à te joindre à l'équipe North Point pour les 25 prochains jours, alors que nous nous rassemblons pour vivre la magie de Noël. Rejoins la conversation en utilisant #NPDevo.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F3268%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/3268-the-magic-of-christmas,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Carrying Hope: Encouragement for Men Who Love Someone Struggling With Mental Health,Speak Out Loud,"How can a man support his wife, child, or loved one struggling with mental health?  As men, when we feel ill-equipped, we can be tempted to disengage, even when our family needs us most.  Out of a lengthy journey supporting his wife’s mental illness recovery journey, Doug shares Scriptures that have brought hope to his family’s darkest seasons.  Each day’s devotional also shares some hard-learned lessons to encourage, provide insights, and strengthen hope.  May God’s Word and the fellowship of this plan equip you to carry hope for your loved one until they can hold it themselves.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F61132%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/61132-carrying-hope-encouragement-for-men-who-love,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,"Start With Your Guilt, End With His Mercy",Without Walls Ministries,Each day we are faced with the decision to live in the guilt from our past mistakes or accept God's unending mercies that He freely gives us. In this 3 day devotional we will walk receive encouragement that empowers us to realign ourselves with His Word.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F19584%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/19584-start-with-your-guilt-end-with-his-mercy,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,God Comes Through In Covering You,Dr. Kennetra Bryant,"God’s Word provides us with many descriptive illustrations where God covers his children. In the God Comes Through in Covering You Bible plan readers will discover within scripture how the LORD will cover you in every encounter in your life. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F2502%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/2502-god-comes-through-in-covering-you,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Don't Give Up,Erica N. Willams,"If you've ever felt like giving up on your dreams or doubted God's promises due to waiting or feeling unworthy, you're not alone. God's grace makes you worthy to receive His promises. This three-day devotional strengthens your faith and trust in His timing, helping you stay committed to walking God's unique path for your life.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F28499%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/28499-dont-give-up,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,en,1 Peter: Set Apart,Dylan Dodson,"In this 8-part devotional, Pastor Dylan Dodson teaches through the book of 1 Peter. This plan will encourage you to remain faithful in the hardships of life because of the future glory that awaits.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F31157%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/31157-1-peter-set-apart,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,Great Expectations,David Villa,"As the year comes to a close and the new year fast approaches, we reminisce on all that has occurred during the past year. In this plan, David Villa talks about the new year, and how we can ensure it to be a great one. Do you have great expectations for this year?",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F13830%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/13830-great-expectations,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Enduring: Promises For Every Season,Berea,"Psalm 119:89-90 reminds us that the Word of the Lord is eternal; it stands firm in the heavens. God’s faithfulness continues through all time; it endures. When we’re looking for sure footing in the shaking and answers in the questions, we can turn to His enduring faithfulness, His enduring Word.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F16451%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/16451-enduring-promises-for-every-season,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Jesus People: Give My Best,Stonecreek Church,"Jesus is our passion, obsession, and motivation. Because Christ gave his all on Calvary, we give our best every day. We believe the church should be a beautiful expression of its people. We have been gifted to give, wired for work, and saved to serve. We don’t just go to church; we are the church! ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32811%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/32811-jesus-people-give-my-best,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Running Your Race on Cold Windy Days,"C12 Business Forums, LLC","Overcoming the hurdle of dry and dusty, distracted days is our topic for this study. These “blah” times come to all believers often causing discouragement and doubts, We will use scripture to assure them that they are not weird or lost but just in a trial or test that God is using to prepare them for something He will work for good in their lives. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F52440%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/52440-running-your-race-on-cold-windy-days,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Dash: Seeing Life Through the Lens of Eternity,Unseen Pursuit,"One day, all that may remain of our life is a DASH between our birth and death. How can we make the most significant impact for Christ during our short time on Earth?    This plan will help you to look at life through the lens of eternity, recognize distractions, and learn how to practically restructure each area of life to experience purpose, hope, and joy every day!  Perspective Changes Everything.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34068%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/34068-dash-seeing-life-through-the-lens-of-eternity,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Warning! Beware of the Spirit of Fear,Pastor Rodrigo Arias,"In this five-day Bible plan, we will explore how the spirit of fear impacts our lives and our relationship with God. Based on 2 Timothy 1:7, we will learn how to confront fear with the power, love, and self-discipline that God gives us. Through biblical reflections and practical teachings, we will discover how faith in Jesus helps us live without fear and with courage.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50879%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50879-warning-beware-of-the-spirit-of-fear,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Enter Wild: A 5-Day Devotional by Carlos Whittaker,Carlos Whittaker,"Author and speaker Carlos Whittaker says, “What if I told you that a mild faith can blow up into a wild faith? Here’s the truth: You can wake up every single morning and sprint into a day filled with miracles, signs, and wonders.” In this devotional Whittaker shows five biblical ways to enter rest, enter war, and finally Enter Wild.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F20266%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/20266-enter-wild-a-5-day-devotional-by-carlos-whittaker,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Real Hope: Jesus the Unexpected,Hope Media,"Jesus, our loving King. The long-awaited Saviour of the world. Prophesied for centuries. Expected and anticipated by generations. However, although He was expected, His life was anything but what people thought it would look like. In this plan, together, let's marvel and reflect on the unexpected life of our gracious King who saved not only you and me, but the world!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F30915%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/30915-real-hope-jesus-the-unexpected,,,,,
resource,reading_plan,,9,,100,,,,,,,,,,,
,,,,,,en,100 Days of Hope,Hope International,"A devotional collaboration of worldwide staff and friends of HOPE International, you will explore the Scriptures and the hope that comes through relationship with God through Christ for the next 100 days.   ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F491%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/491-100-days-of-hope,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,The Coming World,Kingdom Driven,"John’s final vision in the book of Revelation presents an exciting prospect for believers. Life on the new earth will be more productive, imaginative, joyous, and harmonious. The world revealed to him has a complex life of commerce and beauty, with no floating in clouds or playing harps. Are you looking forward to that day? In this series, we will explore God’s exciting plan for his children.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F24949%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/24949-the-coming-world,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Through the Bible: Joel,,"Joel’s prophecy, “The day of the Lord,” is like a double-edged sword; it’s about God’s wrath to the disobedient and God’s salvation to the obedient. It speaks of an imminent judgment of Judah and an eschatological consummation of God’s Kingdom in Jesus’ second coming. Amidst his horrific warnings, Joel comforts God’s people with this promise, “everyone who calls on the name of the Lord will be saved.” ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29643%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29643-through-the-bible-joel,,,,,
resource,reading_plan,,9,,30,,,,,,,,,,,
,,,,,,en,"Pioneer: Taking New Ground Together, Part 6",Valley Creek Church,"We want to take new ground in every area of our lives. As we pioneer, we are going to need a big faith and a courageous spirit. One of the greatest ways we build our faith is by engaging the Scriptures and listening to the Word of God. The greatest days are ahead because the greatest adventures of your life have yet to be lived. Readings in Genesis and Nehemiah.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F15414%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/15414-pioneer-taking-new-ground-together-part-6,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,WHEN YOU SUFFER,The Wiedmann Bible,"There's no doubt about it; if you're alive, you will experience suffering. Perhaps you're in a time of suffering right now and feel as though God has disappeared.  Maybe you're questioning why God allows suffering at all. Take heart; God walks with you through your darkest valley and gives you His fatherly comfort. He knows what you're experiencing and promises great gain and future glory when you suffer.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F22032%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/22032-when-you-suffer,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,The Old Testament:  Backstory to Christmas,What's Your Focus?,"Most of us like hearing a good story and the really good stories usually have a backstory. Backstories provide context for the main story and help us understand how the various pieces of that story are connected. The backstories surrounding Jesus’ birth are no different. Understanding the backstories of Jesus’ birth makes the events surrounding His arrival even more wondrous and the best part is, this story is true!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F23128%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/23128-the-old-testament-backstory-to-christmas,,,,,
resource,reading_plan,,9,,30,,,,,,,,,,,
,,,,,,en,Transformed by His Promises,Choose Freedom,"Break free from destructive behaviors and be renewed by God’s promises—one prayer, one gratitude, one reflection at a time. Life’s struggles, temptations, and wounds can trap us in destructive patterns. But God’s promises bring hope, healing, and transformation.   In Transformed by His Promises, spend 30 days renewing your mind through Scripture, prayer, and gratitude journaling. Each day: pray the Lord’s Prayer slowly and with intent, list 10 things you’re grateful for, and record any reflections from your reading. These spiritual practices help break old habits, replace fear with faith, and anchor your life in God’s truth.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F61149%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/61149-transformed-by-his-promises,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
