type,resource_type,resource_status,recommendation,tags,expected_duration,locale,name,creator,description,thumbnail,link,online_link,registration_link,event_address,date_from,date_to
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,The Anxiety Relief Scriptures Devotional,Take Back Your Temple,"""Is worry ruining your life? It doesn't have to! Choose to elevate God's word above your circumstances. Kimberly Taylor's 7-day devotional helps you gain greater peace, security, and confidence. Get encouraged to face life's challenges with grace - one inspirational thought at a time.  ""  ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F684%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/684-the-anxiety-relief-scriptures,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Fear Less: Devotions for Courageous Faith,The Holy Mess,"Gripped by anxiety, panic, and stress? Step away from worry and into the peaceful, centered person God created you to be. In this 5 day devotional for women, you will learn to break the cycle of spinning thoughts that makes you feel out of control, replace the lies of the enemy with the truth of God's Word, and discover the Holy Spirit's calling for your life.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F24530%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/24530-fear-less-devotions-for-courageous-faith,,,,,
resource,reading_plan,,9,,15,,,,,,,,,,,
,,,,,,en,Be Still: 15 Days With God,Bridging the Gap,"""Be still, and know that I am God;"" (PSALM 46:10a). Many Christians are familiar with this verse, but do we really understand it? This exhortation applies when we are distracted by our successes, as when we are fearful and disquieted by some troublesome news. We need to learn to quiet ourselves by opening God’s Word and gaining His perspective in both cases. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F31285%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/31285-be-still-15-days-with-god,,,,,
resource,reading_plan,,9,,18,,,,,,,,,,,
,,,,,,en,How to Handle Affliction and Suffering,GlobalRize,"The apostle Paul tells his readers, “We must suffer many things on our way into God’s kingdom” (Acts 14:22). Reading the book of Acts or hearing testimonies from Christians all over the world, these words are proven true. Believers face opposition and persecution. Maybe you experience affliction yourself. In this reading plan, we want to encourage you and to teach you how to handle affliction.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29914%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29914-how-to-handle-affliction-and-suffering,,,,,
resource,reading_plan,,9,,349,,,,,,,,,,,
,,,,,,en,The Navigators Book-at-a-Time Reading Plan,NavPress,"An easy-to-follow guide to reading the Bible one book at a time. From Discipleship Journal, this book-at-a-time Bible reading plan gives you what you need to read the Bible in one year. (This plan was formerly called Discipleship Journal's Book-at-a-Time Reading Plan). ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F234%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/234-discipleship-journals-book-at-a-time,,,,,
,,,,,,fr,Plan de lecture un livre à la fois issus du Journal du Disciple,NavPress,"Un guide facile à suivre pour lire la Bible un livre à la fois. Tiré du Journal Du Disciple, ce plan de lecture biblique vous donne ce dont vous avez besoin pour lire la Bible en un an, un livre à la fois.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F234%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/234-discipleship-journals-book-at-a-time,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,What to Say When You Don't Know What to Say: Truth From God's Word for Any Situation,DaySpring,"There are times when life’s challenges can make us speechless. But that doesn’t mean we should stay silent — especially when we’re in a position to offer life-giving words. This useful 7-day guide provides helpful tips and words to share when you just aren’t quite sure what to say. It draws on Scripture to offer compassionate, Biblical communication prompts to strengthen relationships and bring hope.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F45776%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/45776-what-to-say-when-you-dont-know-what-to-say,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Quiet in the Chaos,Tyndale House Publishers,"In a world of constant noise, distraction, entertainment, and pressure, it’s easy to feel overwhelmed by the chaos. When was the last time you felt truly quiet at heart? You can have peace that passes all understanding in the presence of Jesus! This five-day devotional walks through five ways to intentionally quiet your heart and enjoy the peace that Christ gives, no matter how chaotic your circumstances might be.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F30455%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/30455-quiet-in-the-chaos,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,"Refuel, Reframe, Recalibrate: A 7-Day Devotional for Business Executives",Authentic Joy,"As business executives, life goes fast and the responsibilities we carry often weigh heavy on our shoulders. This plan offers an opportunity to invite God into our day. By taking a moment to stop, refuel, reframe, and recalibrate with God, we can approach our work empowered and envisioned by heaven!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29708%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29708-refuel-reframe-recalibrate-a-7-day-devotional,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Anxiety About Work,Theology Of Work Project,"Work gives you plenty of opportunities to be anxious. You might worry about getting it all done, about success vs failure, or about bosses and coworkers. None of these anxieties are surprises to God. They all find precedents – and hope – in the Bible. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F13572%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/13572-anxiety-about-work,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,A Teen's Guide To: Learning to Be Fearless Through Jesus,ABS Armed Services Ministry,"In this 6-day devotional, designed specially for teens, you’ll explore how to live boldly and confidently in a chaotic world by anchoring your identity in Jesus. Each day tackles real-life struggles—from anxiety and temptation to peer pressure and doubt—showing how Jesus’ unshakable love and truth empower you to live fearlessly.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F57959%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/57959-a-teens-guide-to-learning-to-be-fearless-through-,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,Moving Beyond Anxiety,Harvest House Publishers,"In this time of high anxiety, we must learn to cast our worries upon God and trust in His provision. Join author David Chadwick on this ten-day devotional that will help you learn to quiet your worried heart and rely on God's promises. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F19436%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/19436-moving-beyond-anxiety,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,en,Colossians,Stonecreek Church,"Paul’s letter to the church of Colosse is not your typical love letter. While written in love, he has the purpose of correcting some false teaching seeping in through the church’s own walls. In this 8-day devotional, we will spend two days deep in each chapter, searching for our own corrections!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34146%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/34146-colossians,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,When You Don't Like Your Story - 5 Day Devotional,HarperCollins/Zondervan/Thomas Nelson,"The mistakes, failures, tragedies, and circumstances outside of our control linger in our minds and hold us back.   What If Your Worst Chapters Could Become Your Greatest Victories?",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F23136%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/23136-when-you-dont-like-your-story-5-day-devotional,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Set Your Eyes Higher - a 5 Day Plan,HarperCollins/Zondervan/Thomas Nelson,"Life feeling out of control? Overwhelmed and need a break? Author Whitney Lowe invites you to a 5-day reset that will help you let go of what's not serving you, honor your limitations, and turn your gaze toward a God who loves you. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F49665%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/49665-set-your-eyes-higher-a-5-day-plan,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,"Demons, for Real?!",ICF München,"In Matthew, Mark and Luke, the casting out of demons is closely linked to healings - as a sign of Jesus' divine authority. His disciples also receive this authority. The Gospels show: Where Jesus works, evil must give way. But not everyone recognizes God's power in this - the Pharisees even accuse him of working with Beelzebul. This reading plan highlights key events and their significance for our faith today.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F58720%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/58720-demons-for-real,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,From Ordinary to Extraordinary,Steve Robinson,"Does it ever feel like you’re being pummeled by waves of challenge…waves of pressure…and waves of transition? God made you for something more, something extraordinary—a purpose-filled, faith-filled, and peace-filled life. That’s why you're invited on this six-day journey. Together, we’ll master keys from the book of James to live the extraordinary life God intends for us.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35270%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/35270-from-ordinary-to-extraordinary,,,,,
resource,reading_plan,,9,,365,,,,,,,,,,,
,,,,,,en,The Navigators 5x5x5 Reading Plan,NavPress,"Read the New Testament in a year. 5 minutes a day, 5 days a week, 5 ways to dig deeper. This plan will take you through one chapter each day. (This plan was formerly called Discipleship Journal's 5x5x5 Reading Plan). ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F232%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/232-discipleship-journals-5x5x5-reading-plan,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,My Focus Is Eternity,Ministério Chama,"When we live only in the present, we can forget that the foundation of Christ is eternity. We may focus on the future but not on eternity. Often, this results in people without a future and without eternity. We must feed on the Bread of Life and know the Resurrection to prepare ourselves for eternal life.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F49526%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/49526-my-focus-is-eternity,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Faith-Based Ways to Navigate Financial Uncertainty,Anthony O'Neal,"How do you handle the inevitable bout of financial stress? Do you turn to comforts like food or zoning out on your phone? Do you bury your head in the sand? During the next three days, learn faith-based ways to handle financial uncertainty with Anthony O'Neal, educator, speaker, author and debt-free advocate. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F42332%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/42332-faith-based-ways-to-navigate-financial-uncertainty,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,Beyond Me,Steve Robinson,"God didn’t design us to live frustrated and alone—He’s called us to a life of impact where we step out of our comfort zone and help others succeed… a life beyond ourselves. If you’re eager to discover the key to true happiness, as well as learn how to make a difference and leave a legacy by following Christ’s example, join me on this plan!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F37775%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/37775-beyond-me,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Finding Hope in the Dark,Wonderhunt,"How do we navigate through life's more difficult seasons? In this three-day plan, uncover the parallels between a photographer's darkroom and our spiritual growth. Beauty can be found in life's shadows, and we can find hope and transformation in the middle of that same uncertainty.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50299%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50299-finding-hope-in-the-dark,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,"Anxiety: How To Confront It, Cast It, & Carry On",Jordan Raynor,"Anxiety is an epidemic, especially amongst busy professionals. And let’s face it—Christians aren’t exempt from the problem. Over the course of this three-day reading plan, we’ll look to Scripture to reveal three practical steps for managing anxiety in the workplace, giving gospel-rooted hope to every one of us who feels anxious and overwhelmed.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F13977%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/13977-anxiety-how-to-confront-it-cast-it-carry-on,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Silencing Insecurity Devotional By Donna Gibbs,Baker Publishing,"Insecurity is a universal struggle among most women today. With endless ways to compare ourselves, our sense of worth suffers daily. This devotional exposes some of the lies that plague our true identity and helps us to identify the thieves that want to distort and limit who Christ tells us we are. Together we will learn the tools needed to disarm those thieves and gain back the security that never should have been stolen.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F13422%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/13422-silencing-insecurity-devotional-by-donna-gibbs,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,5 Days to Begin Detoxing Your Soul,BroadStreet Publishing Group,"It’s easy to dwell on the negative aspects of life. What we focus on affects how we live. The next 5 days will help you battle against toxic thinking. Renew your mind. Identify your negative thoughts and compare them with what the Bible says. Stop the downward spiral of doubt, comparison, and criticism, and choose to dwell on true, pure, noble, and lovely things. Detox your soul and experience refreshment.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F39598%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/39598-5-days-to-begin-detoxing-your-soul,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Andy Mineo: Living With Doubt,,"If you’ve ever struggled with doubt, you’re not alone. In 2016, successful hip-hop artist Andy Mineo went through an intense period of doubting his faith. Confronted with unanswered questions, he turned to Scripture to discover the truth. Now, in this exclusive 5-day Video Bible Plan, Andy provides practical advice to help you live with doubt and embrace God’s love.   ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F15598%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/15598-andy-mineo-living-with-doubt,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,The Miracle of Peace: 5 Days to Banish Worry,HarperCollins/Zondervan/Thomas Nelson,"What does the Bible say about letting go of anxiety and fear? In this 5 day plan, you will find hope in God's promises and stories of how He has used difficult circumstances to bring forth blessings and ultimately, peace. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F33510%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/33510-the-miracle-of-peace-5-days-to-banish-worry,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Elevate: A Conversation on Anxiety,Orange,"Anxiety is one of humanity's top struggles, but what, if anything, does God do to help? In this one-week devotional, we’ll focus on finding ways to walk through the anxiety so many of us face. Most importantly, we’ll be reminded that God is always with us when we feel anxious and just how important it is to find the right people to walk through this conversation with.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32848%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/32848-elevate-a-conversation-on-anxiety,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,The Gift of Rejection,Nona Jones,"Based on her widely acclaimed book, The Gift of Rejection, this 5-Day Bible Plan by author, preacher, and YouVersion Global Ambassador Nona Jones will take you on a powerful journey to changing the way you see rejection. Instead of being a pain to manage, it becomes a gift to open and learn from. Order The Gift of Rejection book for deeper insights and study wherever books are sold online!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50826%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50826-the-gift-of-rejection,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Standing Firm in Unsettling Times: A Five-Day Devotional by Skip Heitzig,Connect with Skip Heitzig,"How should we respond when our security and sense of stability are threatened? Skip Heitzig examines Psalm 46 to give a God-centered view of how we can rest in the Lord and His promise to give us peace in the midst of uncertainty. This five-day devotional underscores the truth of these words: ""God is our refuge and strength, a very present help in trouble"" (Psalm 46:1). ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F16348%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/16348-standing-firm-in-unsettling-times-a-five-day-devo,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Mary: The Expecting Momma,Christian Mommas,"How can you rise above fear, depression, and anxiety as a new or expecting mom? Join Temi Michael-O as she shares how Mary, the mother of Jesus, modeled how to take charge of spiritual and emotional wellness in the perinatal period.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F28771%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/28771-mary-the-expecting-momma,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Peace That Transcends All Understanding,Christian Art Publishers,"Do you have peace in your heart today? Or are you anxious about situations in your life? In this 7-day plan Angus Buchan will show you how you can be filled with God’s grace and peace and leave all these worries at God’s feet.   The content for this reading plan was adapted from “Potato Faith for Every Day"" by Angus Buchan © Christian Art Publishers.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F14218%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/14218-peace-that-transcends-all-understanding,,,,,
resource,reading_plan,,9,,15,,,,,,,,,,,
,,,,,,en,Becoming Christlike through Renovation of the Heart,NavPress,"Reading the New Testament often feels like looking into another world and another life unlike our own experience with God. Dallas Willard believed that the life God presented to us through Jesus was not meant to be an unsolvable puzzle, but a journey of small steps that quietly lead to our own inner transformation. This study, based on Renovation of the Heart, helps us understand that journey. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29208%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29208-christlike-through-renovation-of-the-heart,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Words From the Window Seat,HarperCollins/Zondervan/Thomas Nelson,"With charm, inspiration, and plenty of whimsy, Taylor reminds us that even in a weary world, it’s possible to celebrate the beauty in each person’s unique story—and make a difference that goes deeper than you’ll ever know. In this 5-day plan you'll learn to embrace your authentic self, embody love in the midst of someone else’s ordinary day, and discover the small moments of magic.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F27463%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/27463-words-from-the-window-seat,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Find Rest,John Brandon,"Work is important. It existed before the fall, and is tied into the curse of the fall. Rest is also important and is referred to very often throughout Scripture, right in the first pages.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F30396%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/30396-find-rest,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Burnout Isn't the End of Your Story!,Scott Savage,"Struggling with burnout? Afraid that life is over? Worried that you’ll never recover? I have good news. As a burnout survivor, I can confidently say that burnout doesn’t have to be the end of your story.  After experiencing burnout in my late 20s, I want to help you discover the hope and healing I found and help you begin to flourish once again!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50130%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50130-burnout-isnt-the-end-of-your-story,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,I Shouldn't Feel This Way by Dr. Alison Cook,Dr. Alison Cook,"Drawing from over twenty years of research and clinical practice, Dr. Alison guides you through a groundbreaking 3-step process that has helped tens of thousands of people find emotional freedom and surprisingly simple breakthroughs. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F46310%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/46310-i-shouldnt-feel-this-way-by-dr-alison-cook,,,,,
resource,reading_plan,,9,,43,,,,,,,,,,,
,,,,,,en,Psalms,Through the Word,"The book of Psalms is the Bible's most beloved book, full of praise and prayer, heartache and hope, and Through the Word guides you through every chapter. The psalms give voice to the full range of emotions, with all the joys and struggles of real faith, and bring them all before the Lord. Join Kris Langham and friends as we journey together through the poetic beauty of Psalms Book I.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F46944%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/46944-psalms,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Unlocking God’s Promises in Prayer: Yellow Brick Road,Five Stones Church,"Pastor Juan Martinez gives you the keys for unlocking God’s promises. After escaping with his life during 2017’s Hurricane Harvey, God blessed him with a Wizard-of-Oz-related revelation for unlocking the promises of heaven. From New York's streets to hard time in Texas prisons leading to a radical transformation that launched an impassioned ministry, Pastor Juan shares God’s message for powerful prayer in the midst of storms.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F25922%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/25922-unlocking-gods-promises-in-prayer,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,How Can I Trust God When...,Joyce Meyer Ministries,"We’ve been told our whole lives we’re supposed to trust God, but do we know how to really and truly do it…and make it a part of our daily lives? If you’re facing heartaches and suffering, changes and disappointments, daily worries and concerns, or maybe it seems God has gone silent, this 10-part study will help you learn how to completely trust Him in everything…at all times.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F18847%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/18847-how-can-i-trust-god-when,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Scared Of The Unknown,The YouTube Church Australia,"The uncertainty of what’s next gives us plenty of room for anxiety to take root. After all, we should be afraid of what we can’t control, right? But Paul tells us we have another option—one that replaces our fear with a “peace beyond understanding.”   ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F4879%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/4879-scared-of-the-unknown,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,The Three-Day Social Media Reset by Allie Marie Smith,Tyndale House Publishers,"Take a three-day break from social media to reconnect with God and renew your spirit. By stepping away from social media and minimizing digital distractions for three days, you can draw closer to God and experience greater peace, contentment, and connection with those you love. This reset will also enable you to engage more intentionally with your life and prioritize what matters most. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F59505%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/59505-the-three-day-social-media-reset-by-allie-,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,Being With Jesus: Solitude and Silence,OnThe3rdDay,"Did you know that God created you in His image? And that you have a unique purpose in God’s Kingdom. In this reading plan, we will consider how your unique personality impacts your quiet time with God, how your quiet time with Jesus is a gift to you and your community, and how as a community of Christ followers, we need each other in order to become more like Jesus.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35433%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/35433-being-with-jesus-solitude-and-silence,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,en,Perspective Shift,Steve Robinson,Do you ever feel like you just can’t catch a break in life? I have good news—you don’t have to live broken and defeated. God gives us the ability to rise above our challenges and live with supernatural joy—and we find the keys in the book of Philippians. I invite you to journey with me to know Christ deeper and gain practical tools for living from God’s perspective!,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F42812%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/42812-perspective-shift,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
